crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,Location 1
,5/23/14,4C,21:00:00,100 N CENTRAL AVE,AGG. ASSAULT,OTHER,211,SOUTHEASTERN,Pleasant View Gardens,"(39.2928000000, -76.5998200000)"
,5/23/14,3B,21:18:00,3500 W NORTHERN PW,ROBBERY - STREET,,632,NORTHWESTERN,Glen,"(39.3531600000, -76.6832200000)"
,5/23/14,1F,2134,1600 GERTRUDE ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3060500000, -76.6645600000)"
,5/23/14,4B,22:20:00,2800 W NORTH AVE,AGG. ASSAULT,KNIFE,811,SOUTHWESTERN,Walbrook,"(39.3092500000, -76.6642800000)"
,5/23/14,3AF,23:41:00,4300 PIMLICO RD APT 2,ROBBERY - STREET,FIREARM,533,NORTHWESTERN,Greenspring,"(39.3388500000, -76.6637800000)"
,5/23/14,4A,23:45:00,6400 HILLTOP AV,AGG. ASSAULT,FIREARM,425,NORTHEASTERN,Rosemont East,"(39.3565700000, -76.5425600000)"
,5/22/14,3NO,23:00:00,1300 MCCULLOH ST,ROBBERY - STREET,OTHER,123,CENTRAL,Upton,"(39.3028300000, -76.6281700000)"
,5/22/14,4A,23:20:00,300 N CHAPELGATE LA,AGG. ASSAULT,FIREARM,823,SOUTHWESTERN,Ten Hills,"(39.2847700000, -76.7005700000)"
,5/22/14,3AF,0:15:00,6800 REISTERSTOWN RD,ROBBERY - STREET,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3599700000, -76.7075100000)"
,5/22/14,3AF,2:11:00,2400 W FRANKLIN ST,ROBBERY - STREET,FIREARM,842,WESTERN,Penrose/Fayette Street Outreach,"(39.2933400000, -76.6555000000)"
,5/22/14,3B,2:20:00,1100 WASHINGTON BD,ROBBERY - STREET,,932,SOUTHERN,Washington Village/Pigtown,"(39.2828800000, -76.6326000000)"
,5/22/14,4A,3:30:00,5400 BELLE VISTA AV,AGG. ASSAULT,FIREARM,426,NORTHEASTERN,Waltherson,"(39.3412900000, -76.5519100000)"
,5/22/14,3AO,3:50:00,5300 READY AV,ROBBERY - STREET,OTHER,524,NORTHERN,Woodbourne-McCabe,"(39.3544700000, -76.6077200000)"
,5/22/14,4A,4:17:00,2800 WINDSOR AVE,AGG. ASSAULT,FIREARM,731,WESTERN,Panway/Braddish Avenue,"(39.3123800000, -76.6644000000)"
,5/22/14,3AK,4:30:00,2400 N CHARLES ST,ROBBERY - STREET,KNIFE,514,NORTHERN,Old Goucher,"(39.3164500000, -76.6169400000)"
,5/22/14,4C,5:10:00,6100 SHIPVIEW WY,AGG. ASSAULT,OTHER,243,SOUTHEASTERN,O'Donnell Heights,"(39.2765900000, -76.5424500000)"
,5/22/14,4C,7:45:00,3600 GELSTON DR,AGG. ASSAULT,OTHER,844,SOUTHWESTERN,Edgewood,"(39.2965700000, -76.6774500000)"
,5/22/14,4C,10:00:00,2500 W BALTIMORE ST,AGG. ASSAULT,OTHER,842,SOUTHWESTERN,Shipley Hill,"(39.2876700000, -76.6586000000)"
,5/22/14,4A,11:23:00,4900 CURTIS AV,AGG. ASSAULT,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2219100000, -76.5865600000)"
,5/22/14,4A,11:23:00,4900 CURTIS AV,AGG. ASSAULT,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2219100000, -76.5865600000)"
,5/22/14,4A,11:23:00,4900 CURTIS AV,AGG. ASSAULT,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2219100000, -76.5865600000)"
,5/22/14,4D,11:35:00,200 S DALLAS CT,AGG. ASSAULT,HANDS,211,SOUTHEASTERN,Perkins Homes,"(39.2885700000, -76.5966300000)"
,5/22/14,4D,11:35:00,200 S DALLAS CT,AGG. ASSAULT,HANDS,211,SOUTHEASTERN,Perkins Homes,"(39.2885700000, -76.5966300000)"
,5/22/14,3CF,11:40:00,2500 EDMONDSON AV,ROBBERY - COMMERCIAL,FIREARM,721,WESTERN,Rosemont Homeowners/Tenants,"(39.2946900000, -76.6581000000)"
,5/22/14,9S,1123,1600 CHERRY ST,SHOOTING,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2222600000, -76.5876300000)"
,5/22/14,9S,1123,1600 CHERRY ST,SHOOTING,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2222600000, -76.5876300000)"
,5/22/14,9S,1123,1600 CHERRY ST,SHOOTING,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2222600000, -76.5876300000)"
,5/22/14,4C,12:00:00,300 E 23RD ST,AGG. ASSAULT,OTHER,341,EASTERN,Barclay,"(39.3154700000, -76.6126400000)"
,5/22/14,4D,12:10:00,400 WASHBURN AV,AGG. ASSAULT,HANDS,913,SOUTHERN,Brooklyn,"(39.2350300000, -76.6058900000)"
,5/22/14,3AO,12:45:00,2400 W BELVEDERE AV,ROBBERY - STREET,OTHER,532,NORTHERN,Levindale,"(39.3544800000, -76.6623700000)"
,5/22/14,3B,15:00:00,1100 COVINGTON ST,ROBBERY - STREET,,943,SOUTHERN,Riverside,"(39.2771000000, -76.6070100000)"
,5/22/14,3B,16:10:00,2100 E BALTIMORE ST,ROBBERY - STREET,,212,SOUTHEASTERN,Butcher's Hill,"(39.2918100000, -76.5873300000)"
,5/22/14,4D,16:35:00,5100 PARK HEIGHTS AV,AGG. ASSAULT,HANDS,614,NORTHWESTERN,Central Park Heights,"(39.3486400000, -76.6751900000)"
,5/22/14,3CF,18:30:00,5500 HARFORD RD,ROBBERY - COMMERCIAL,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3525300000, -76.5613100000)"
,5/22/14,4D,19:00:00,200 REEDBIRD AV,AGG. ASSAULT,HANDS,922,SOUTHERN,Middle Branch/Reedbird Parks,"(39.2485500000, -76.6164000000)"
,5/22/14,4C,19:00:00,1400 E FORT AV,AGG. ASSAULT,OTHER,943,SOUTHERN,Locust Point,"(39.2694100000, -76.5948300000)"
,5/22/14,3AF,19:30:00,5000 LOCH RAVEN BD,ROBBERY - STREET,FIREARM,413,NORTHEASTERN,New Northwood,"(39.3502200000, -76.5913400000)"
,5/22/14,3P,19:30:00,5000 LOCH RAVEN BD,ROBBERY - STREET,,413,NORTHEASTERN,New Northwood,"(39.3502200000, -76.5913400000)"
,5/22/14,4B,19:58:00,3800 SAINT VICTOR ST,AGG. ASSAULT,KNIFE,913,SOUTHERN,Brooklyn,"(39.2324100000, -76.5977100000)"
,5/22/14,4C,21:01:00,1600 ABBOTSTON ST,AGG. ASSAULT,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3227900000, -76.5942500000)"
,5/22/14,3B,21:20:00,1600 ABBOTSTON ST,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3227900000, -76.5942500000)"
,5/22/14,3B,21:30:00,2700 HAMILTON AV,ROBBERY - STREET,,423,NORTHEASTERN,Hamilton Hills,"(39.3550600000, -76.5644700000)"
,5/22/14,1F,2152,2800 EDMONDSON AV,HOMICIDE,FIREARM,721,WESTERN,Mosher,"(39.2945100000, -76.6630200000)"
,5/22/14,4A,22:37:00,0 N MONASTERY AV,AGG. ASSAULT,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2868000000, -76.6779200000)"
,5/22/14,9S,2245,0 N MONASTERY AV,SHOOTING,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2868000000, -76.6779200000)"
,5/21/14,4B,21:00:00,1800 N SMALLWOOD ST,AGG. ASSAULT,KNIFE,741,WESTERN,Easterwood,"(39.3087900000, -76.6526200000)"
,5/21/14,3AJF,21:20:00,0 S WOODINGTON RD,ROBBERY - CARJACKING,FIREARM,843,SOUTHWESTERN,Irvington,"(39.2851800000, -76.6867300000)"
,5/21/14,4A,21:50:00,700 W LAFAYETTE AV,AGG. ASSAULT,FIREARM,123,CENTRAL,Upton,"(39.2995900000, -76.6337600000)"
,5/21/14,3B,17:59:00,3300 BELAIR RD,ROBBERY - STREET,,432,NORTHEASTERN,Belair-Edison,"(39.3217100000, -76.5735700000)"
,5/21/14,3P,18:00:00,600 N WOLFE ST,ROBBERY - STREET,,321,EASTERN,Dunbar-Broadway,"(39.2975800000, -76.5908700000)"
,5/21/14,4C,18:40:00,2400 BELAIR RD,AGG. ASSAULT,OTHER,431,NORTHEASTERN,Clifton Park,"(39.3179000000, -76.5780000000)"
,5/21/14,3D,18:40:00,5100 SEKOTS RD,ROBBERY - COMMERCIAL,,821,SOUTHWESTERN,Wakefield,"(39.3122900000, -76.7047400000)"
,5/21/14,3AF,18:40:00,1700 N BRADFORD ST,ROBBERY - STREET,FIREARM,331,EASTERN,Broadway East,"(39.3100900000, -76.5851300000)"
,5/21/14,3CF,23:30:00,2600 WILKENS AV,ROBBERY - COMMERCIAL,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2782400000, -76.6583200000)"
,5/21/14,3CF,23:30:00,2600 WILKENS AV,ROBBERY - COMMERCIAL,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2782400000, -76.6583200000)"
,5/21/14,3CF,23:30:00,2600 WILKENS AV,ROBBERY - COMMERCIAL,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2782400000, -76.6583200000)"
,5/21/14,1F,2306,900 N CAROLINE ST,HOMICIDE,FIREARM,313,EASTERN,Gay Street,"(39.3005000000, -76.5977800000)"
,5/21/14,4B,0:06:00,2300 JEFFERSON ST,AGG. ASSAULT,KNIFE,221,SOUTHEASTERN,McElderry Park,"(39.2966200000, -76.5841100000)"
,5/21/14,3AO,0:10:00,5000 CHALGROVE AV,ROBBERY - STREET,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3493100000, -76.6704200000)"
,5/21/14,4D,1:01:00,3000 S HANOVER ST,AGG. ASSAULT,HANDS,922,SOUTHERN,Middle Branch/Reedbird Parks,"(39.2513700000, -76.6149800000)"
,5/21/14,3AF,1:54:00,800 LYNDHURST ST,ROBBERY - STREET,FIREARM,844,SOUTHWESTERN,Edmondson Village,"(39.2973800000, -76.6814200000)"
,5/21/14,4C,2:00:00,600 N PACA ST,AGG. ASSAULT,OTHER,143,CENTRAL,Seton Hill,"(39.2961500000, -76.6226200000)"
,5/21/14,4A,4:03:00,5100 LEVINDALE RD,AGG. ASSAULT,FIREARM,532,NORTHERN,Levindale,"(39.3517200000, -76.6663100000)"
,5/21/14,2A,4:48:16,200 S FULTON AV,RAPE,OTHER,934,SOUTHERN,Carrollton Ridge,"(39.2846500000, -76.6450300000)"
,5/21/14,9S,403,5100 LEVINDALE RD,SHOOTING,FIREARM,532,NORTHERN,Levindale,"(39.3517200000, -76.6663100000)"
,5/21/14,1F,501,2600 PARK HEIGHTS TER,HOMICIDE,FIREARM,533,NORTHERN,Greenspring,"(39.3386000000, -76.6616100000)"
,5/21/14,3AO,8:30:00,500 N FREMONT AV,ROBBERY - STREET,OTHER,713,WESTERN,Harlem Park,"(39.2944800000, -76.6319600000)"
,5/21/14,3B,10:16:00,0 W HAMILTON ST,ROBBERY - STREET,,142,CENTRAL,Mount Vernon,"(39.2956700000, -76.6156500000)"
,5/21/14,4B,11:05:00,3400 PARKLAWN AV,AGG. ASSAULT,KNIFE,432,NORTHEASTERN,Belair-Edison,"(39.3243000000, -76.5754700000)"
,5/21/14,3P,11:25:00,,ROBBERY - STREET,,516,NORTHERN,,
,5/21/14,3K,12:05:00,500 WINSTON AV,ROBBERY - RESIDENCE,,524,NORTHERN,Winston-Govans,"(39.3501500000, -76.6086400000)"
,5/21/14,4D,12:40:00,1400 E NORTH AV,AGG. ASSAULT,HANDS,342,EASTERN,East Baltimore Midway,"(39.3119600000, -76.5992200000)"
,5/21/14,4C,14:40:00,,AGG. ASSAULT,OTHER,533,NORTHERN,Levindale,"(39.3560800000, -76.6682400000)"
,5/21/14,3GO,14:40:00,3900 CLAREMONT AV,ROBBERY - COMMERCIAL,OTHER,231,SOUTHEASTERN,Highlandtown,"(39.2896000000, -76.5643200000)"
,5/21/14,3AF,15:00:00,1000 N PAYSON ST,ROBBERY - STREET,FIREARM,722,WESTERN,Bridgeview/Greenlawn,"(39.2998000000, -76.6493500000)"
,5/21/14,4B,15:30:00,3600 EASTERN AVE,AGG. ASSAULT,KNIFE,233,SOUTHEASTERN,Brewers Hill,"(39.2865900000, -76.5670300000)"
,5/21/14,4B,15:30:00,3600 EASTERN AVE,AGG. ASSAULT,KNIFE,233,SOUTHEASTERN,Brewers Hill,"(39.2865900000, -76.5670300000)"
,5/21/14,4C,15:40:00,3500 INGLESIDE AV,AGG. ASSAULT,OTHER,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3517000000, -76.6817000000)"
,5/21/14,4C,15:40:00,3500 INGLESIDE AV,AGG. ASSAULT,OTHER,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3517000000, -76.6817000000)"
,5/21/14,4C,16:00:00,2300 LIBERTY HGTS AV,AGG. ASSAULT,OTHER,731,WESTERN,Mondawmin,"(39.3185000000, -76.6534500000)"
,5/21/14,2B,16:26:35,3300 EDMONDSON AV,RAPE,,843,SOUTHWESTERN,Lower Edmondson Village,"(39.2940000000, -76.6734400000)"
,5/21/14,3JF,17:36:00,6500 EBERLE DR,ROBBERY - RESIDENCE,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3541100000, -76.7072500000)"
,5/21/14,2A,19:34:53,600 W 34TH ST,RAPE,OTHER,531,NORTHERN,Wyman Park,"(39.3287800000, -76.6268800000)"
,5/21/14,4B,20:00:00,1700 N CHAPEL ST,AGG. ASSAULT,KNIFE,331,EASTERN,Broadway East,"(39.3101000000, -76.5909100000)"
,5/21/14,4C,20:45:00,2700 THE ALAMEDA,AGG. ASSAULT,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3215600000, -76.5912800000)"
,5/21/14,4A,22:57:00,1100 N MONROE ST,AGG. ASSAULT,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.3009500000, -76.6476700000)"
,5/21/14,4A,22:57:00,1100 N MONROE ST,AGG. ASSAULT,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.3009500000, -76.6476700000)"
,5/21/14,4A,22:57:00,1100 N MONROE ST,AGG. ASSAULT,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.3009500000, -76.6476700000)"
,5/21/14,9S,2257,1100 N MONROE ST,SHOOTING,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.3009500000, -76.6476700000)"
,5/21/14,9S,2257,1100 N MONROE ST,SHOOTING,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.3009500000, -76.6476700000)"
,5/21/14,9S,2257,1100 N MONROE ST,SHOOTING,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.3009500000, -76.6476700000)"
,5/20/14,3AJF,14:10:00,700 BAYLIS ST,ROBBERY - CARJACKING,FIREARM,232,SOUTHEASTERN,Canton,"(39.2842000000, -76.5679700000)"
,5/20/14,4B,15:15:00,500 N WARWICK AVE,AGG. ASSAULT,KNIFE,721,WESTERN,Rosemont Homeowners/Tenants,"(39.2935100000, -76.6563000000)"
,5/20/14,4B,0:19:00,5200 HARFORD RD,AGG. ASSAULT,KNIFE,426,NORTHEASTERN,Lauraville,"(39.3493800000, -76.5639700000)"
,5/20/14,4B,0:19:00,5200 HARFORD RD,AGG. ASSAULT,KNIFE,426,NORTHEASTERN,Lauraville,"(39.3493800000, -76.5639700000)"
,5/20/14,3AF,0:40:00,1200 E PRESTON ST,ROBBERY - STREET,FIREARM,343,EASTERN,Oliver,"(39.3050600000, -76.6014900000)"
,5/20/14,3GK,2:50:00,3200 HOLLINS FERRY RD,ROBBERY - COMMERCIAL,KNIFE,923,SOUTHERN,Lakeland,"(39.2512200000, -76.6470000000)"
,5/20/14,4B,4:13:00,3800 W BELVEDERE AV,AGG. ASSAULT,KNIFE,633,NORTHWESTERN,Arlington,"(39.3452300000, -76.6815300000)"
,5/20/14,4D,13:00:00,700 S REGESTER ST,AGG. ASSAULT,HANDS,213,SOUTHEASTERN,Fells Point,"(39.2833600000, -76.5923600000)"
,5/20/14,2A,13:14:25,1800 E 29TH ST,RAPE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3245900000, -76.5899500000)"
,5/20/14,3K,13:17:00,900 STODDARD CT,ROBBERY - RESIDENCE,,123,CENTRAL,Upton,"(39.2992900000, -76.6248300000)"
,5/20/14,3AO,13:45:00,2000 EDGEWOOD ST,ROBBERY - STREET,OTHER,812,SOUTHWESTERN,Fairmont,"(39.3100300000, -76.6759700000)"
,5/20/14,4C,16:11:00,0 S CHARLES ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,"(39.2894500000, -76.6151800000)"
,5/20/14,3K,16:20:00,1000 ST DUNSTANS RD,ROBBERY - RESIDENCE,,523,NORTHERN,Cameron Village,"(39.3591200000, -76.6003300000)"
,5/20/14,3B,16:20:00,3900 BELAIR RD,ROBBERY - STREET,,422,NORTHEASTERN,Herring Run Park,"(39.3258200000, -76.5683200000)"
,5/20/14,4C,17:15:00,2700 W COLD SPRING LA,AGG. ASSAULT,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3395400000, -76.6666900000)"
,5/20/14,4C,18:45:00,1700 HARLEM AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,"(39.2965000000, -76.6448300000)"
,5/20/14,3D,20:00:00,1700 MCCULLOH ST,ROBBERY - COMMERCIAL,,132,CENTRAL,Madison Park,"(39.3060600000, -76.6320900000)"
,5/20/14,4A,21:00:00,2700 BOOKER T DR,AGG. ASSAULT,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2479600000, -76.6273300000)"
,5/20/14,4C,21:00:00,1800 W NORTH AV,AGG. ASSAULT,OTHER,731,WESTERN,Mondawmin,"(39.3098800000, -76.6470300000)"
,5/20/14,4C,21:10:00,4200 BELAIR RD,AGG. ASSAULT,OTHER,422,NORTHEASTERN,Belair-Parkside,"(39.3277900000, -76.5659400000)"
,5/20/14,4C,21:55:00,1100 ABBOTT CT,AGG. ASSAULT,OTHER,312,EASTERN,Oldtown,"(39.3012800000, -76.6027000000)"
,5/20/14,4B,21:57:00,2500 WOODBROOK AV,AGG. ASSAULT,KNIFE,733,WESTERN,Penn North,"(39.3121100000, -76.6431700000)"
,5/20/14,4B,21:57:00,2500 WOODBROOK AV,AGG. ASSAULT,KNIFE,733,WESTERN,Penn North,"(39.3121100000, -76.6431700000)"
,5/20/14,4C,22:00:00,1100 N MOUNT ST,AGG. ASSAULT,OTHER,743,WESTERN,Sandtown-Winchester,"(39.3014500000, -76.6445500000)"
,5/20/14,4D,22:05:00,1200 W NORTH AV,AGG. ASSAULT,HANDS,733,WESTERN,Penn North,"(39.3102900000, -76.6378100000)"
,5/19/14,3AF,0:07:00,5600 BELAIR RD,ROBBERY - STREET,FIREARM,426,NORTHEASTERN,Waltherson,"(39.3417500000, -76.5465000000)"
,5/19/14,3CF,0:29:00,2000 W PRATT ST,ROBBERY - COMMERCIAL,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2851100000, -76.6486000000)"
,5/19/14,3CO,13:50:00,400 E NORTH AV,ROBBERY - COMMERCIAL,OTHER,311,EASTERN,Greenmount West,"(39.3112700000, -76.6100900000)"
,5/19/14,9S,1319,2000 SINCLAIR LA,SHOOTING,FIREARM,431,NORTHEASTERN,Clifton Park,"(39.3143200000, -76.5898400000)"
,5/19/14,3B,15:00:00,0 N EUTAW ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.2893900000, -76.6209600000)"
,5/19/14,4C,7:15:00,1500 E FAYETTE ST,AGG. ASSAULT,OTHER,212,SOUTHEASTERN,Washington Hill,"(39.2933900000, -76.5964700000)"
,5/19/14,3AK,9:00:00,400 WATER ST,ROBBERY - STREET,KNIFE,111,CENTRAL,Downtown,"(39.2885900000, -76.6100900000)"
,5/19/14,3AF,11:10:00,3800 GWYNNS FALLS PKWY,ROBBERY - STREET,FIREARM,641,NORTHWESTERN,Garwyn Oaks,"(39.3141500000, -76.6802200000)"
,5/19/14,4B,11:20:00,4800 PIMLICO RD,AGG. ASSAULT,KNIFE,532,NORTHWESTERN,Cylburn,"(39.3478400000, -76.6687600000)"
,5/19/14,4A,13:19:00,2000 SINCLAIR LA,AGG. ASSAULT,FIREARM,431,NORTHEASTERN,Clifton Park,"(39.3143200000, -76.5898400000)"
,5/19/14,2A,15:09:30,5600 FRANKFORD AV,RAPE,OTHER,444,NORTHEASTERN,Frankford,"(39.3222000000, -76.5405400000)"
,5/19/14,3AF,15:17:00,2900 EDMONDSON AVE,ROBBERY - STREET,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2945000000, -76.6650100000)"
,5/19/14,4C,15:32:00,1500 THAMES ST,AGG. ASSAULT,OTHER,213,SOUTHEASTERN,Fells Point,"(39.2802400000, -76.5958100000)"
,5/19/14,4B,17:00:00,2800 MILES AV,AGG. ASSAULT,KNIFE,511,NORTHERN,Remington,"(39.3204700000, -76.6233900000)"
,5/19/14,4B,17:20:00,4400 MORAVIA RD,AGG. ASSAULT,KNIFE,443,NORTHEASTERN,Frankford,"(39.3283000000, -76.5577100000)"
,5/19/14,3AK,18:00:00,1500 WASHINGTON BD,ROBBERY - STREET,KNIFE,935,SOUTHERN,Carroll Park,"(39.2790700000, -76.6374500000)"
,5/19/14,4D,19:28:00,3300 E NORTHERN PKWY,AGG. ASSAULT,HANDS,424,NORTHEASTERN,North Harford Road,"(39.3605300000, -76.5439100000)"
,5/19/14,3AF,20:10:00,600 BALTIC AV,ROBBERY - STREET,FIREARM,913,SOUTHERN,Brooklyn,"(39.2394300000, -76.5999700000)"
,5/19/14,4B,22:14:00,600 N LINWOOD AV,AGG. ASSAULT,KNIFE,221,SOUTHEASTERN,McElderry Park,"(39.2980000000, -76.5766100000)"
,5/19/14,3AO,23:06:00,1700 LOVEGROVE ST,ROBBERY - STREET,OTHER,141,CENTRAL,Charles North,"(39.3089300000, -76.6156400000)"
,5/18/14,3AF,23:00:00,5500 WESLEY AV,ROBBERY - STREET,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3323800000, -76.7066300000)"
,5/18/14,3AF,23:34:00,1900 HARMAN AV,ROBBERY - STREET,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.2664400000, -76.6516100000)"
,5/18/14,4C,2:15:00,3900 EASTERN AV,AGG. ASSAULT,OTHER,233,SOUTHEASTERN,Brewers Hill,"(39.2867000000, -76.5641800000)"
,5/18/14,3AF,3:18:00,,ROBBERY - STREET,FIREARM,522,NORTHERN,Ramblewood,"(39.3642300000, -76.5938100000)"
,5/18/14,3AF,3:18:00,,ROBBERY - STREET,FIREARM,522,NORTHERN,Ramblewood,"(39.3642300000, -76.5938100000)"
,5/18/14,2A,6:18:49,700 N LAKEWOOD AV,RAPE,OTHER,323,EASTERN,Madison-Eastend,"(39.2994000000, -76.5794600000)"
,5/18/14,4C,7:00:00,3100 E FAYETTE ST,AGG. ASSAULT,OTHER,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2947900000, -76.5731000000)"
,5/18/14,4D,10:00:00,,AGG. ASSAULT,HANDS,224,SOUTHEASTERN,,
,5/18/14,4C,12:00:00,1400 N COLLINGTON AV,AGG. ASSAULT,OTHER,331,EASTERN,Broadway East,"(39.3071100000, -76.5871400000)"
,5/18/14,4C,12:00:00,1400 N COLLINGTON AV,AGG. ASSAULT,OTHER,331,EASTERN,Broadway East,"(39.3071100000, -76.5871400000)"
,5/18/14,3AF,14:12:00,1000 ORLEANS ST,ROBBERY - STREET,FIREARM,211,EASTERN,Pleasant View Gardens,"(39.2947500000, -76.6035500000)"
,5/18/14,3NF,14:34:00,600 N ELLWOOD AV,ROBBERY - STREET,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2984400000, -76.5738000000)"
,5/18/14,3AF,14:34:00,600 N ELLWOOD AV,ROBBERY - STREET,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2984400000, -76.5738000000)"
,5/18/14,3NF,14:34:00,600 N ELLWOOD AV,ROBBERY - STREET,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2984400000, -76.5738000000)"
,5/18/14,3B,14:55:00,2900 E LOMBARD ST,ROBBERY - STREET,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2911000000, -76.5760500000)"
,5/18/14,4C,16:30:00,800 WHITELOCK ST,AGG. ASSAULT,OTHER,133,CENTRAL,Reservoir Hill,"(39.3144000000, -76.6324000000)"
,5/18/14,4C,18:00:00,2000 E NORTH AV,AGG. ASSAULT,OTHER,331,EASTERN,South Clifton Park,"(39.3123700000, -76.5902900000)"
,5/18/14,4C,18:00:00,2000 E NORTH AV,AGG. ASSAULT,OTHER,331,EASTERN,South Clifton Park,"(39.3123700000, -76.5902900000)"
,5/18/14,3B,20:03:00,100 EDGEWOOD ST,ROBBERY - STREET,,843,SOUTHWESTERN,Allendale,"(39.2891500000, -76.6773600000)"
,5/18/14,4C,20:05:00,1000 RODMAN WY,AGG. ASSAULT,OTHER,433,NORTHEASTERN,Armistead Gardens,"(39.3041500000, -76.5479600000)"
,5/18/14,3AO,21:00:00,5200 SAINT CHARLES ST,ROBBERY - STREET,OTHER,623,NORTHWESTERN,Woodmere,"(39.3445700000, -76.6830000000)"
,5/18/14,4C,21:31:00,200 N WASHINGTON ST,AGG. ASSAULT,OTHER,212,SOUTHEASTERN,CARE,"(39.2943000000, -76.5893600000)"
,5/17/14,9S,1608,500 E 35TH ST,SHOOTING,FIREARM,543,NORTHERN,Waverly,"(39.3309700000, -76.6089100000)"
,5/17/14,1F,1633,5100 ELMER AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3469000000, -76.6779000000)"
,5/17/14,4C,17:04:00,600 W LAFAYETTE AV,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,"(39.3010700000, -76.6318700000)"
,5/17/14,3JF,17:28:00,200 W MONUMENT ST,ROBBERY - RESIDENCE,FIREARM,142,CENTRAL,Mount Vernon,"(39.2974100000, -76.6193100000)"
,5/17/14,4B,17:50:00,5000 YORK RD,AGG. ASSAULT,KNIFE,524,NORTHERN,Winston-Govans,"(39.3497100000, -76.6096500000)"
,5/17/14,3D,17:58:00,5500 HARFORD RD,ROBBERY - COMMERCIAL,,425,NORTHEASTERN,Glenham-Belhar,"(39.3527100000, -76.5610700000)"
,5/17/14,3B,15:15:00,2900 PULASKI HW,ROBBERY - STREET,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2951700000, -76.5759500000)"
,5/17/14,4A,16:08:00,,AGG. ASSAULT,FIREARM,543,NORTHERN,Waverly,"(39.3308700000, -76.6081300000)"
,5/17/14,9S,1728,200 W MONUMENT ST,SHOOTING,FIREARM,142,CENTRAL,Mount Vernon,"(39.2974500000, -76.6185000000)"
,5/17/14,4C,18:00:00,3000 STRANDEN RD,AGG. ASSAULT,OTHER,923,SOUTHERN,Lakeland,"(39.2521200000, -76.6458100000)"
,5/17/14,3AO,20:30:00,3400 LIBERTY HGTS AV,ROBBERY - STREET,OTHER,642,NORTHWESTERN,Forest Park,"(39.3245500000, -76.6732600000)"
,5/17/14,3AF,20:40:00,2300 E NORTH AV,ROBBERY - STREET,FIREARM,331,EASTERN,Broadway East,"(39.3125500000, -76.5848000000)"
,5/17/14,4A,21:19:00,1800 E LAFAYETTE AV,AGG. ASSAULT,FIREARM,331,EASTERN,Broadway East,"(39.3107700000, -76.5928600000)"
,5/17/14,4C,21:30:00,2800 ALLENDALE RD,AGG. ASSAULT,OTHER,641,NORTHWESTERN,Garwyn Oaks,"(39.3191200000, -76.6807200000)"
