crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,Location 1
,5/28/14,4B,23:50:00,2200 WALBROOK AV,AGG. ASSAULT,KNIFE,731,WESTERN,Mondawmin,"(39.3106700000, -76.6529200000)"
,5/28/14,4B,0:30:00,3500 LUCILLE AV,AGG. ASSAULT,KNIFE,614,NORTHWESTERN,Central Park Heights,"(39.3432400000, -76.6740000000)"
,5/28/14,3D,0:35:00,4000 EASTERN AV,ROBBERY - COMMERCIAL,,231,SOUTHEASTERN,Highlandtown,"(39.2868100000, -76.5630800000)"
,5/28/14,3AF,0:52:00,5100 PARK HEIGHTS AV,ROBBERY - STREET,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3484300000, -76.6749100000)"
,5/28/14,3AF,0:52:00,5100 PARK HEIGHTS AV,ROBBERY - STREET,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3484300000, -76.6749100000)"
,5/28/14,3AF,0:52:00,5100 PARK HEIGHTS AV,ROBBERY - STREET,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3484300000, -76.6749100000)"
,5/28/14,3AF,1:20:00,1000 SAINT PAUL ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3016500000, -76.6143600000)"
,5/28/14,3D,1:30:00,5400 HARFORD RD,ROBBERY - COMMERCIAL,,423,NORTHEASTERN,Hamilton Hills,"(39.3518400000, -76.5619100000)"
,5/28/14,3AJF,1:55:00,5300 BARBARA AV,ROBBERY - CARJACKING,FIREARM,443,NORTHEASTERN,Frankford,"(39.3317100000, -76.5466100000)"
,5/28/14,9S,155,5300 PLAINFIELD AV,SHOOTING,FIREARM,444,NORTHEASTERN,Frankford,"(39.3340700000, -76.5478500000)"
,5/28/14,4A,2:59:00,4000 WESTCHESTER RD,AGG. ASSAULT,FIREARM,641,NORTHWESTERN,West Forest Park,"(39.3209400000, -76.6876100000)"
,5/28/14,9S,259,4000 WESTCHESTER RD,SHOOTING,FIREARM,641,NORTHWESTERN,West Forest Park,"(39.3209400000, -76.6876100000)"
,5/28/14,4A,3:30:00,1700 E FAYETTE ST,AGG. ASSAULT,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2939800000, -76.5938100000)"
,5/28/14,4B,3:36:00,1200 N MONTFORD AV,AGG. ASSAULT,KNIFE,331,EASTERN,Broadway East,"(39.3052700000, -76.5840900000)"
,5/28/14,4C,10:00:00,100 KANE ST,AGG. ASSAULT,OTHER,241,SOUTHEASTERN,Hopkins Bayview,"(39.2950300000, -76.5334500000)"
,5/28/14,9S,1230,1300 LEMMON ST,SHOOTING,FIREARM,933,SOUTHERN,Union Square,"(39.2860300000, -76.6380500000)"
,5/28/14,3AO,13:45:00,1100 COVINGTON ST,ROBBERY - STREET,OTHER,943,SOUTHERN,Riverside,"(39.2771000000, -76.6070100000)"
,5/28/14,3AO,13:45:00,1100 COVINGTON ST,ROBBERY - STREET,OTHER,943,SOUTHERN,Riverside,"(39.2771000000, -76.6070100000)"
,5/28/14,3CF,13:47:00,1500 HAVENWOOD RD,ROBBERY - COMMERCIAL,FIREARM,412,NORTHEASTERN,Hillen,"(39.3406300000, -76.5902600000)"
,5/28/14,3B,14:00:00,1100 E 33RD ST,ROBBERY - STREET,,412,NORTHEASTERN,Better Waverly,"(39.3283600000, -76.6005100000)"
,5/28/14,4B,14:23:00,6700 GRACELAND AV,AGG. ASSAULT,KNIFE,243,SOUTHEASTERN,Graceland Park,"(39.2839700000, -76.5299600000)"
,5/28/14,3AF,15:20:00,2200 ANNAPOLIS RD,ROBBERY - STREET,FIREARM,921,SOUTHERN,Westport,"(39.2643600000, -76.6331900000)"
,5/28/14,3AO,15:20:00,5000 TRUESDALE AV,ROBBERY - STREET,OTHER,443,NORTHEASTERN,Frankford,"(39.3185900000, -76.5460900000)"
,5/28/14,4D,15:40:00,300 WARREN AV,AGG. ASSAULT,HANDS,942,SOUTHERN,Federal Hill,"(39.2789900000, -76.6090500000)"
,5/28/14,3M,16:00:00,4700 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,,622,NORTHWESTERN,Howard Park,"(39.3316400000, -76.6965400000)"
,5/28/14,3B,16:12:00,2200 GWYNNS FALLS PKWY,ROBBERY - STREET,,731,WESTERN,Mondawmin,"(39.3156200000, -76.6532000000)"
,5/28/14,3CF,18:35:00,1300 W NORTH AV,ROBBERY - COMMERCIAL,FIREARM,733,WESTERN,Penn North,"(39.3101800000, -76.6405800000)"
,5/28/14,3D,19:00:00,6900 HARFORD RD,ROBBERY - COMMERCIAL,,424,NORTHEASTERN,North Harford Road,"(39.3659700000, -76.5496700000)"
,5/28/14,3B,22:30:00,2500 N HOWARD ST,ROBBERY - STREET,,512,NORTHERN,Charles Village,"(39.3185300000, -76.6197300000)"
,5/28/14,3B,22:30:00,2500 N HOWARD ST,ROBBERY - STREET,,512,NORTHERN,Charles Village,"(39.3185300000, -76.6197300000)"
,5/28/14,3AJF,23:00:00,400 FONTHILL AVE,ROBBERY - CARJACKING,FIREARM,832,SOUTHWESTERN,Gwynns Falls,"(39.2787100000, -76.6634900000)"
,5/27/14,4D,11:45:00,500 W PRESTON ST,AGG. ASSAULT,HANDS,121,CENTRAL,Heritage Crossing,"(39.2992600000, -76.6260000000)"
,5/27/14,4C,12:00:00,5200 YORK RD,AGG. ASSAULT,OTHER,521,NORTHERN,York-Homeland,"(39.3533700000, -76.6098500000)"
,5/27/14,4B,12:00:00,1500 W NORTH AV,AGG. ASSAULT,KNIFE,733,WESTERN,Penn North,"(39.3101300000, -76.6416900000)"
,5/27/14,4A,8:15:00,3500 CLIFTON AV,AGG. ASSAULT,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3109300000, -76.6764800000)"
,5/27/14,2A,13:07:52,,RAPE,OTHER,241,SOUTHEASTERN,Pulaski Industrial Area,"(39.2878300000, -76.5371100000)"
,5/27/14,3CF,16:00:00,500 OLDTOWN MALL,ROBBERY - COMMERCIAL,FIREARM,312,EASTERN,Oldtown,"(39.2974800000, -76.6023500000)"
,5/27/14,4C,16:30:00,100 S TREMONT RD,AGG. ASSAULT,OTHER,822,SOUTHWESTERN,Tremont,"(39.2826300000, -76.6949300000)"
,5/27/14,4B,17:00:00,2800 HARFORD RD,AGG. ASSAULT,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3214500000, -76.5905700000)"
,5/27/14,4C,17:58:00,3400 CLIFTON AV,AGG. ASSAULT,OTHER,812,SOUTHWESTERN,Mount Holly,"(39.3108900000, -76.6756800000)"
,5/27/14,2A,18:15:02,1800 ORLEANS ST,RAPE,OTHER,321,EASTERN,Dunbar-Broadway,"(39.2952900000, -76.5912900000)"
,5/27/14,4C,0:05:00,1600 PENNSYLVANIA AV,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,"(39.3031600000, -76.6342300000)"
,5/27/14,4A,1:01:00,4100 EIERMAN AV,AGG. ASSAULT,FIREARM,422,NORTHEASTERN,Arcadia,"(39.3296800000, -76.5655000000)"
,5/27/14,3AF,1:10:00,2700 WILKENS AVE,ROBBERY - STREET,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2776500000, -76.6599700000)"
,5/27/14,2B,2:05:02,400 N PATTERSON PK AV,RAPE,,321,EASTERN,CARE,"(39.2958100000, -76.5849800000)"
,5/27/14,4C,2:23:00,3300 ELMLEY AV,AGG. ASSAULT,OTHER,434,NORTHEASTERN,Belair-Edison,"(39.3170600000, -76.5769500000)"
,5/27/14,4C,2:23:00,3300 ELMLEY AV,AGG. ASSAULT,OTHER,434,NORTHEASTERN,Belair-Edison,"(39.3170600000, -76.5769500000)"
,5/27/14,4C,2:23:00,3300 ELMLEY AV,AGG. ASSAULT,OTHER,434,NORTHEASTERN,Belair-Edison,"(39.3170600000, -76.5769500000)"
,5/27/14,4C,2:23:00,3300 ELMLEY AV,AGG. ASSAULT,OTHER,434,NORTHEASTERN,Belair-Edison,"(39.3170600000, -76.5769500000)"
,5/27/14,3AF,2:25:00,0 E 30TH ST,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3245200000, -76.6167200000)"
,5/27/14,3AF,2:25:00,0 E 30TH ST,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3245200000, -76.6167200000)"
,5/27/14,3AF,2:25:00,0 E 30TH ST,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3245200000, -76.6167200000)"
,5/27/14,4A,2:30:00,4400 MANORVIEW RD,AGG. ASSAULT,FIREARM,822,SOUTHWESTERN,Uplands,"(39.2873800000, -76.6905600000)"
,5/27/14,3AF,2:39:00,2600 DULANEY AVE,ROBBERY - STREET,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2805500000, -76.6567600000)"
,5/27/14,3B,3:03:00,2900 ST PAUL ST,ROBBERY - STREET,,512,NORTHERN,Charles Village,"(39.3238500000, -76.6157400000)"
,5/27/14,2A,3:44:52,0 S SCHROEDER ST,RAPE,OTHER,931,SOUTHERN,Hollins Market,"(39.2880900000, -76.6337000000)"
,5/27/14,4C,7:20:00,1400 ORLEANS ST,AGG. ASSAULT,OTHER,321,EASTERN,Dunbar-Broadway,"(39.2951300000, -76.5986100000)"
,5/27/14,2A,7:39:52,400 E OLIVER ST,RAPE,OTHER,311,EASTERN,Greenmount West,"(39.3069100000, -76.6095600000)"
,5/27/14,2A,14:31:44,1000 N CALVERT ST,RAPE,OTHER,141,CENTRAL,Mid-Town Belvedere,"(39.3016100000, -76.6132000000)"
,5/27/14,4C,15:20:00,100 S BROADWAY,AGG. ASSAULT,OTHER,212,SOUTHEASTERN,Washington Hill,"(39.2899600000, -76.5937900000)"
,5/27/14,4C,15:20:00,100 S BROADWAY,AGG. ASSAULT,OTHER,212,SOUTHEASTERN,Washington Hill,"(39.2899600000, -76.5937900000)"
,5/27/14,4C,19:15:00,2200 DRUID PARK DR,AGG. ASSAULT,OTHER,533,NORTHERN,Woodberry,"(39.3305000000, -76.6534400000)"
,5/27/14,4C,21:00:00,,AGG. ASSAULT,OTHER,,,,
,5/27/14,4C,21:06:00,1900 W FRANKLIN ST,AGG. ASSAULT,OTHER,722,WESTERN,Midtown-Edmondson,"(39.2938500000, -76.6476900000)"
,5/27/14,1O,2103,1900 W FRANKLIN ST,HOMICIDE,OTHER,722,WESTERN,Midtown-Edmondson,"(39.2938500000, -76.6476900000)"
,5/27/14,1O,2103,1900 W FRANKLIN ST,HOMICIDE,OTHER,722,WESTERN,Midtown-Edmondson,"(39.2938500000, -76.6476900000)"
,5/27/14,3AF,22:00:00,1000 TUNBRIDGE RD,ROBBERY - STREET,FIREARM,523,NORTHERN,Cameron Village,"(39.3556700000, -76.5975300000)"
,5/27/14,3JO,22:30:00,700 CHESTNUT HILL AV,ROBBERY - RESIDENCE,OTHER,543,NORTHERN,Waverly,"(39.3342200000, -76.6057000000)"
,5/27/14,3B,23:40:00,200 S HOWARD ST,ROBBERY - STREET,,113,CENTRAL,Downtown West,"(39.2862400000, -76.6192600000)"
,5/26/14,4A,1:45:00,0 S MOUNT ST,AGG. ASSAULT,FIREARM,933,SOUTHERN,Union Square,"(39.2868900000, -76.6437400000)"
,5/26/14,4C,1:58:00,0 MARKET PL,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,"(39.2883000000, -76.6066500000)"
,5/26/14,9S,145,0 S MOUNT ST,SHOOTING,FIREARM,933,SOUTHERN,Union Square,"(39.2868900000, -76.6437400000)"
,5/26/14,1F,145,0 S MOUNT ST,HOMICIDE,FIREARM,933,SOUTHERN,Union Square,"(39.2868900000, -76.6437400000)"
,5/26/14,3AF,0:30:00,400 S AUGUSTA AV,ROBBERY - STREET,FIREARM,833,SOUTHWESTERN,Irvington,"(39.2794900000, -76.6844800000)"
,5/26/14,4B,0:55:00,500 WARNER ST,AGG. ASSAULT,KNIFE,941,SOUTHERN,Ridgely's Delight,"(39.2837000000, -76.6243000000)"
,5/26/14,4B,0:55:00,500 WARNER ST,AGG. ASSAULT,KNIFE,941,SOUTHERN,Ridgely's Delight,"(39.2837000000, -76.6243000000)"
,5/26/14,4B,0:55:00,500 WARNER ST,AGG. ASSAULT,KNIFE,941,SOUTHERN,Ridgely's Delight,"(39.2837000000, -76.6243000000)"
,5/26/14,4C,1:01:00,2700 SPELMAN RD APT 3,AGG. ASSAULT,OTHER,922,SOUTHERN,Cherry Hill,"(39.2478000000, -76.6290000000)"
,5/26/14,3JO,2:40:00,2100 W PATAPSCO AV,ROBBERY - RESIDENCE,OTHER,923,SOUTHERN,Lakeland,"(39.2510000000, -76.6439500000)"
,5/26/14,4C,8:45:00,0 N HOWARD ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,"(39.2900600000, -76.6194400000)"
,5/26/14,4B,8:45:00,1600 E 25TH ST,AGG. ASSAULT,KNIFE,342,EASTERN,Darley Park,"(39.3161100000, -76.5936300000)"
,5/26/14,4A,9:17:00,3900 W NORTHERN PW,AGG. ASSAULT,FIREARM,632,NORTHWESTERN,Glen,"(39.3503300000, -76.6890200000)"
,5/26/14,4C,9:30:00,4600 REISTERSTOWN RD,AGG. ASSAULT,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3407200000, -76.6727000000)"
,5/26/14,4C,11:00:00,2400 PICKERING DR,AGG. ASSAULT,OTHER,423,NORTHEASTERN,Hamilton Hills,"(39.3705000000, -76.5619900000)"
,5/26/14,3D,11:45:00,2500 PENNSYLVANIA AV,ROBBERY - COMMERCIAL,,733,WESTERN,Penn North,"(39.3102200000, -76.6427500000)"
,5/26/14,3B,14:03:00,2700 BEREA RD,ROBBERY - STREET,,922,SOUTHERN,Cherry Hill,"(39.2505300000, -76.6329600000)"
,5/26/14,4B,17:15:00,100 S BROADWAY,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Washington Hill,"(39.2902100000, -76.5937400000)"
,5/26/14,4C,17:30:00,3400 PARK HEIGHTS AV,AGG. ASSAULT,OTHER,612,NORTHWESTERN,Park Circle,"(39.3275200000, -76.6576300000)"
,5/26/14,3B,17:50:00,,ROBBERY - STREET,,531,NORTHERN,,
,5/26/14,4D,19:40:00,3700 PINEWOOD AV,AGG. ASSAULT,HANDS,425,NORTHEASTERN,Rosemont East,"(39.3562800000, -76.5363900000)"
,5/26/14,4B,19:52:00,200 N BRUCE ST,AGG. ASSAULT,KNIFE,711,WESTERN,Franklin Square,"(39.2914000000, -76.6446300000)"
,5/26/14,4B,19:52:00,200 N BRUCE ST,AGG. ASSAULT,KNIFE,711,WESTERN,Franklin Square,"(39.2914000000, -76.6446300000)"
,5/26/14,4C,19:55:00,100 N KENWOOD AV,AGG. ASSAULT,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2937800000, -76.5776700000)"
,5/26/14,4C,20:18:00,2300 W LANVALE ST,AGG. ASSAULT,OTHER,721,WESTERN,Evergreen Lawn,"(39.2970000000, -76.6536600000)"
,5/26/14,3CF,20:26:00,2900 HILLSDALE RD,ROBBERY - COMMERCIAL,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3212100000, -76.6994800000)"
,5/26/14,4B,22:00:00,4400 MANORVIEW RD,AGG. ASSAULT,KNIFE,822,SOUTHWESTERN,Uplands,"(39.2873800000, -76.6905600000)"
,5/26/14,9S,2200,4400 MANORVIEW RD,SHOOTING,FIREARM,822,SOUTHWESTERN,Uplands,"(39.2873800000, -76.6905600000)"
,5/26/14,4B,23:23:00,4400 GARRISON BD,AGG. ASSAULT,KNIFE,621,NORTHWESTERN,West Arlington,"(39.3367900000, -76.6847700000)"
,5/25/14,3B,22:28:00,300 S HOWARD ST,ROBBERY - STREET,,941,SOUTHERN,Downtown West,"(39.2851100000, -76.6190600000)"
,5/25/14,3P,22:50:00,1100 W HAMBURG ST,ROBBERY - STREET,,932,SOUTHERN,Washington Village/Pigtown,"(39.2799900000, -76.6301900000)"
,5/25/14,4C,0:01:00,400 E BALTIMORE ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,"(39.2897700000, -76.6099100000)"
,5/25/14,4C,0:10:00,3100 INDEPENDENCE ST,AGG. ASSAULT,OTHER,513,NORTHERN,Better Waverly,"(39.3244800000, -76.6033200000)"
,5/25/14,3CF,0:21:00,300 W FRANKLIN ST,ROBBERY - COMMERCIAL,FIREARM,111,CENTRAL,Downtown,"(39.2948800000, -76.6207900000)"
,5/25/14,3CF,0:21:00,300 W FRANKLIN ST,ROBBERY - COMMERCIAL,FIREARM,111,CENTRAL,Downtown,"(39.2948800000, -76.6207900000)"
,5/25/14,3CF,0:21:00,300 W FRANKLIN ST,ROBBERY - COMMERCIAL,FIREARM,111,CENTRAL,Downtown,"(39.2948800000, -76.6207900000)"
,5/25/14,4B,1:34:00,900 APPLETON ST,AGG. ASSAULT,KNIFE,722,WESTERN,Midtown-Edmondson,"(39.2990900000, -76.6484400000)"
,5/25/14,4C,2:25:00,900 S HANOVER ST,AGG. ASSAULT,OTHER,942,SOUTHERN,Federal Hill,"(39.2783400000, -76.6156000000)"
,5/25/14,4D,3:00:00,400 E NORTH AV,AGG. ASSAULT,HANDS,341,EASTERN,Barclay,"(39.3114300000, -76.6107300000)"
,5/25/14,4B,5:00:00,1600 W NORTH AV,AGG. ASSAULT,KNIFE,742,WESTERN,Sandtown-Winchester,"(39.3099700000, -76.6441400000)"
,5/25/14,4C,10:25:00,2400 FRANCIS ST,AGG. ASSAULT,OTHER,733,WESTERN,Penn North,"(39.3122600000, -76.6414700000)"
,5/25/14,4A,11:00:00,5900 CHINQUAPIN PKWY,AGG. ASSAULT,FIREARM,522,NORTHERN,Glen Oaks,"(39.3645900000, -76.5972700000)"
,5/25/14,4C,11:00:00,1900 W PRATT ST,AGG. ASSAULT,OTHER,934,SOUTHERN,Carrollton Ridge,"(39.2851200000, -76.6483300000)"
,5/25/14,4B,16:30:00,2700 THE ALAMEDA,AGG. ASSAULT,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3219300000, -76.5913500000)"
,5/25/14,4B,16:30:00,0 S HILTON ST,AGG. ASSAULT,KNIFE,842,SOUTHWESTERN,Carroll-South Hilton,"(39.2855100000, -76.6722600000)"
,5/25/14,4D,18:20:00,,AGG. ASSAULT,HANDS,722,WESTERN,Harlem Park,"(39.2951500000, -76.6473100000)"
,5/25/14,3B,18:46:00,3900 MAINE AV,ROBBERY - STREET,,621,NORTHWESTERN,Central Forest Park,"(39.3262000000, -76.6831100000)"
,5/25/14,4B,19:00:00,4000 PENHURST AV,AGG. ASSAULT,KNIFE,621,NORTHWESTERN,West Arlington,"(39.3387200000, -76.6859400000)"
,5/25/14,3B,19:30:00,2300 LIBERTY HGTS AV,ROBBERY - STREET,,611,NORTHWESTERN,Liberty Square,"(39.3185500000, -76.6527700000)"
,5/25/14,4C,20:00:00,800 VINE ST,AGG. ASSAULT,OTHER,712,WESTERN,Poppleton,"(39.2906100000, -76.6298600000)"
,5/25/14,4C,20:30:00,1200 S MONROE ST,AGG. ASSAULT,OTHER,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2752400000, -76.6419700000)"
,5/24/14,4D,15:57:00,2800 ROSLYN AV,AGG. ASSAULT,HANDS,641,NORTHWESTERN,Garwyn Oaks,"(39.3194300000, -76.6782000000)"
,5/24/14,4C,0:00:00,2900 MALLVIEW RD,AGG. ASSAULT,OTHER,923,SOUTHERN,Lakeland,"(39.2531800000, -76.6411200000)"
,5/24/14,3AF,0:04:00,3700 REXMERE RD,ROBBERY - STREET,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3333400000, -76.6019300000)"
,5/24/14,4D,1:01:00,0 MARKET PL,AGG. ASSAULT,HANDS,111,CENTRAL,Downtown,"(39.2894000000, -76.6066900000)"
,5/24/14,3B,1:30:00,500 S CHESTER ST,ROBBERY - STREET,,213,SOUTHEASTERN,Fells Point,"(39.2857000000, -76.5870800000)"
,5/24/14,4C,1:50:00,1000 ALICEANNA ST,AGG. ASSAULT,OTHER,211,SOUTHEASTERN,Inner Harbor,"(39.2832400000, -76.5996200000)"
,5/24/14,1F,114,2300 FREDERICK AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2848300000, -76.6528000000)"
,5/24/14,3AF,2:30:00,7200 MCCLEAN BD,ROBBERY - STREET,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3716500000, -76.5670700000)"
,5/24/14,4C,5:48:00,400 E SARATOGA ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,"(39.2925300000, -76.6101200000)"
,5/24/14,4C,5:48:00,400 E SARATOGA ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,"(39.2925300000, -76.6101200000)"
,5/24/14,3AF,6:30:00,1800 GWYNNS FALLS PW,ROBBERY - STREET,FIREARM,731,WESTERN,Mondawmin,"(39.3165300000, -76.6506400000)"
,5/24/14,4B,7:00:00,1800 E BELVEDERE AV,AGG. ASSAULT,KNIFE,415,NORTHEASTERN,Loch Raven,"(39.3569800000, -76.5805000000)"
,5/24/14,4B,7:00:00,1800 E BELVEDERE AV,AGG. ASSAULT,KNIFE,415,NORTHEASTERN,Loch Raven,"(39.3569800000, -76.5805000000)"
,5/24/14,4B,7:47:00,300 E NORTH AV,AGG. ASSAULT,KNIFE,311,EASTERN,Greenmount West,"(39.3112100000, -76.6123200000)"
,5/24/14,4B,10:30:00,,AGG. ASSAULT,KNIFE,135,CENTRAL,,
,5/24/14,4D,12:00:00,,AGG. ASSAULT,HANDS,942,SOUTHERN,Federal Hill,"(39.2770400000, -76.6123400000)"
,5/24/14,4C,13:00:00,2800 OAKFORD AV,AGG. ASSAULT,OTHER,532,NORTHERN,Parklane,"(39.3409000000, -76.6616100000)"
,5/24/14,4B,13:55:00,800 W LEXINGTON ST,AGG. ASSAULT,KNIFE,712,WESTERN,Poppleton,"(39.2910400000, -76.6313400000)"
,5/24/14,4B,14:05:00,500 W FRANKLIN ST,AGG. ASSAULT,KNIFE,143,CENTRAL,Seton Hill,"(39.2948500000, -76.6228300000)"
,5/24/14,3AF,16:05:00,3800 LIBERTY HGTS AV,ROBBERY - STREET,FIREARM,642,NORTHWESTERN,Forest Park,"(39.3269800000, -76.6812900000)"
,5/24/14,3AF,16:50:00,3100 GLENMORE AV,ROBBERY - STREET,FIREARM,425,NORTHEASTERN,Glenham-Belhar,"(39.3554000000, -76.5533500000)"
,5/24/14,4C,16:55:00,1600 E LOMBARD ST,AGG. ASSAULT,OTHER,212,SOUTHEASTERN,Washington Hill,"(39.2903200000, -76.5959500000)"
,5/24/14,4B,18:12:00,4200 FRANKFORD AV,AGG. ASSAULT,KNIFE,444,NORTHEASTERN,Frankford,"(39.3375700000, -76.5512700000)"
,5/24/14,3K,18:40:00,1100 LAURENS ST,ROBBERY - RESIDENCE,,743,WESTERN,Sandtown-Winchester,"(39.3034300000, -76.6375000000)"
,5/24/14,3AF,21:40:00,1000 N EUTAW ST,ROBBERY - STREET,FIREARM,132,CENTRAL,Madison Park,"(39.3008300000, -76.6225600000)"
,5/24/14,4D,22:00:00,300 LIGHT ST,AGG. ASSAULT,HANDS,112,CENTRAL,Inner Harbor,"(39.2850000000, -76.6130900000)"
,5/24/14,3B,22:30:00,1500 N LONGWOOD ST,ROBBERY - STREET,,813,SOUTHWESTERN,Rosemont,"(39.3045800000, -76.6673100000)"
,5/24/14,4D,22:30:00,1200 W LOMBARD ST,AGG. ASSAULT,HANDS,931,SOUTHERN,Hollins Market,"(39.2865500000, -76.6374600000)"
,5/24/14,3CK,22:30:00,2400 ASHTON ST,ROBBERY - COMMERCIAL,KNIFE,841,SOUTHWESTERN,Millhill,"(39.2808600000, -76.6543600000)"
,5/24/14,3B,22:30:00,100 S WASHINGTON ST,ROBBERY - STREET,,212,SOUTHEASTERN,Butcher's Hill,"(39.2900800000, -76.5890300000)"
,5/24/14,3AK,22:43:00,1400 LOVEGROVE ST,ROBBERY - STREET,KNIFE,141,CENTRAL,Mid-Town Belvedere,"(39.3049800000, -76.6153800000)"
,5/23/14,3AF,3:55:00,5400 MOORES RUN DR,ROBBERY - STREET,FIREARM,444,NORTHEASTERN,Frankford,"(39.3304100000, -76.5345800000)"
,5/23/14,4C,1:18:00,900 ST DUNSTANS RD,AGG. ASSAULT,OTHER,523,NORTHERN,Cameron Village,"(39.3596600000, -76.6016100000)"
,5/23/14,9S,131,5400 MOORES RUN DR,SHOOTING,FIREARM,444,NORTHEASTERN,Frankford,"(39.3304100000, -76.5345800000)"
,5/23/14,4B,2:10:00,2800 OLD FRANKLIN MULBERRY,AGG. ASSAULT,KNIFE,842,SOUTHWESTERN,Penrose/Fayette Street Outreach,"(39.2929000000, -76.6629900000)"
,5/23/14,4B,2:30:00,300 E UNIVERSITY PW,AGG. ASSAULT,KNIFE,512,NORTHERN,Oakenshawe,"(39.3298000000, -76.6135100000)"
,5/23/14,4C,10:00:00,700 N LINWOOD AV,AGG. ASSAULT,OTHER,323,EASTERN,Madison-Eastend,"(39.2996500000, -76.5766500000)"
,5/23/14,4B,10:30:00,1300 N FULTON AV,AGG. ASSAULT,KNIFE,743,WESTERN,Sandtown-Winchester,"(39.3032800000, -76.6461500000)"
,5/23/14,4C,11:00:00,5300 BELAIR RD,AGG. ASSAULT,OTHER,443,NORTHEASTERN,Frankford,"(39.3377500000, -76.5521400000)"
,5/23/14,4C,14:20:00,1500 WADSWORTH WAY,AGG. ASSAULT,OTHER,415,NORTHEASTERN,Loch Raven,"(39.3631800000, -76.5826800000)"
,5/23/14,4D,6:57:00,1800 W BALTIMORE ST,AGG. ASSAULT,HANDS,711,WESTERN,Franklin Square,"(39.2882200000, -76.6463000000)"
,5/23/14,3AK,11:15:00,700 E MONUMENT ST,ROBBERY - STREET,KNIFE,312,EASTERN,Oldtown,"(39.2979200000, -76.6062400000)"
,5/23/14,4B,11:50:00,3400 W NORTH AV,AGG. ASSAULT,KNIFE,812,SOUTHWESTERN,Mount Holly,"(39.3088600000, -76.6743800000)"
,5/23/14,3CF,15:18:00,4400 HARFORD RD,ROBBERY - COMMERCIAL,FIREARM,422,NORTHEASTERN,Beverly Hills,"(39.3397000000, -76.5726000000)"
,5/23/14,4A,15:37:00,100 N MOUNT ST,AGG. ASSAULT,FIREARM,711,WESTERN,Franklin Square,"(39.2896400000, -76.6439100000)"
,5/23/14,4B,15:45:00,200 N FRONT ST,AGG. ASSAULT,KNIFE,211,SOUTHEASTERN,Jonestown,"(39.2922000000, -76.6063900000)"
,5/23/14,9S,1537,100 N MOUNT ST,SHOOTING,FIREARM,711,WESTERN,Franklin Square,"(39.2896400000, -76.6439100000)"
,5/23/14,3B,16:26:00,100 W SARATOGA ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.2930400000, -76.6168000000)"
,5/23/14,4D,17:24:00,0 E FAYETTE ST,AGG. ASSAULT,HANDS,111,CENTRAL,Downtown,"(39.2903900000, -76.6151500000)"
,5/23/14,3B,18:00:00,100 N FRONT ST,ROBBERY - STREET,,211,SOUTHEASTERN,Jonestown,"(39.2912300000, -76.6059000000)"
,5/23/14,3AK,19:00:00,200 E LAFAYETTE AVE,ROBBERY - STREET,KNIFE,311,EASTERN,Greenmount West,"(39.3099400000, -76.6136300000)"
,5/23/14,4C,19:10:00,900 WHITELOCK ST,AGG. ASSAULT,OTHER,133,CENTRAL,Reservoir Hill,"(39.3144500000, -76.6326900000)"
,5/23/14,2A,19:43:26,1600 N WOLFE ST,RAPE,OTHER,331,EASTERN,Broadway East,"(39.3090800000, -76.5915000000)"
